temperature_C,pH,enrichment,thymine_fraction,dna_yield,half_life_hours,stability_ratio,k_U,k_T,k_C,k_A,poly_rate,uv_resistance_ratio,vesicle_fraction,comp_U,comp_T,comp_C,comp_A
79.0,7.0,0.48205438344967244,0.03958900733644653,230342.39454720155,15.862771779243651,95.614943473257,1.3088560288170091e-05,1.2444384464225219e-07,5.18457192559157e-05,2.0700177421102954e-06,0.07095699892957376,4.107142857142857,0.459,141498.0,6265.0,931.0,9557.0
79.0,7.5,0.48485451836473537,0.0398189701072488,227290.16418344784,15.561621329069279,96.72578319291641,1.3364157531570966e-05,1.2560491854978027e-07,5.2510333412296304e-05,2.1072568180093703e-06,0.09083715047096096,4.107142857142857,0.5355,141027.0,6282.0,882.0,9573.0
79.0,8.0,0.4809554527362224,0.03949875698799894,223265.50297267537,14.582702734635541,100.09922129937321,1.4247390719913135e-05,1.2939334805614832e-07,5.466736777677153e-05,2.22716411764947e-06,0.0963385244400397,4.107142857142857,0.612,141817.0,6260.0,916.0,9493.0
79.0,8.5,0.47710505420788224,0.03918254068373912,218878.49981877804,12.304219003193102,108.63726074334689,1.689371770188854e-05,1.4136885520169538e-07,6.137659487319258e-05,2.5914222625499094e-06,0.08969066833079345,4.107142857142857,0.5355,141940.0,6212.0,939.0,9449.0
79.0,9.0,0.47038226275860684,0.03863042737631071,222357.28005944562,8.848416738376812,121.54142681092485,2.353097418085778e-05,1.7600414337038123e-07,7.99298978542126e-05,3.5376490532525494e-06,0.07606930509326766,4.107142857142857,0.459,142037.0,6123.0,904.0,9438.0
79.0,9.5,0.4847366397539407,0.039809289255154555,215061.11767098057,5.956609258170067,124.16446768179027,3.49713069424469e-05,2.560482706041419e-07,0.00011871452855121984,5.279534490434705e-06,0.060059848462574526,4.107142857142857,0.38249999999999995,141711.0,6304.0,940.0,9400.0
79.0,10.0,0.4814755086978176,0.0395414668978884,224098.18032912223,4.462703239673927,112.51196873635864,4.663923044660587e-05,3.768425784580893e-07,0.00016905545838307787,7.1962867574816705e-06,0.04472801109741808,4.107142857142857,0.306,140379.0,6202.0,888.0,9379.0
82.0,5.0,0.475279880724909,0.039032647209292046,223833.81430928205,13.311005791252443,95.11997336528984,1.5568335115831163e-05,1.487913781170953e-07,6.188870507948777e-05,2.4655928522649736e-06,0.010942761123374776,4.107142857142857,0.14024999999999999,141978.0,6180.0,906.0,9265.0
82.0,5.5,0.48185302111746703,0.03957247033331855,220411.75276390792,14.523510631246486,95.129368577374,1.427347891662983e-05,1.364025654564807e-07,5.6737318902716336e-05,2.2604645391574795e-06,0.016419820753844582,4.107142857142857,0.21037499999999998,141294.0,6246.0,947.0,9350.0
82.0,6.0,0.48164160870231004,0.03955510796105928,219339.80360011983,15.97055987552434,95.16075498721825,1.2983500871638982e-05,1.2403414214364172e-07,5.159762973861877e-05,2.0559939869370415e-06,0.026239031400422153,4.107142857142857,0.28049999999999997,141427.0,6245.0,917.0,9292.0
82.0,6.5,0.48086996954684547,0.03949173662945108,223338.4486959344,15.943160013445436,95.26511178946107,1.3008844671289381e-05,1.2414012020036483e-07,5.1658419735638945e-05,2.0594117168181257e-06,0.044943198495775855,4.107142857142857,0.35062499999999996,142259.0,6275.0,931.0,9429.0
82.0,7.0,0.4908246466450887,0.04030927049742274,226561.55252442614,15.858793336605057,95.60917226766549,1.3092827166885167e-05,1.2449192759865753e-07,5.186011668373813e-05,2.0707425651092707e-06,0.0709737046360007,4.107142857142857,0.42074999999999996,140929.0,6350.0,912.0,9341.0
82.0,7.5,0.48141229840390926,0.039536275714330715,221657.4577947896,15.516718332419234,96.71994493834521,1.3368514255157131e-05,1.256534501251289e-07,5.252491540182378e-05,2.107994680383865e-06,0.09085853664556416,4.107142857142857,0.4908749999999999,142041.0,6275.0,949.0,9450.0
82.0,8.0,0.47984726394365174,0.03940774631421295,220556.46446372545,14.575229097009803,100.09317942804344,1.4252035378062676e-05,1.294433434153532e-07,5.468254876939933e-05,2.2279439659290884e-06,0.09636120582638887,4.107142857142857,0.5609999999999999,141545.0,6236.0,934.0,9528.0
82.0,8.5,0.49338250181627624,0.040519335897955054,220954.57612558827,12.320377269289539,108.63070352599284,1.6899225064264052e-05,1.4142347769042743e-07,6.13936390015672e-05,2.5923296569252045e-06,0.08971178458425645,4.107142857142857,0.4908749999999999,141360.0,6404.0,910.0,9374.0
82.0,9.0,0.4854174949590484,0.03986520490001847,235517.21935002488,8.850221020999818,121.53409071327596,2.3538645292933272e-05,1.7607214833741814e-07,7.9952094188871e-05,3.5388877718122685e-06,0.07608721441156126,4.107142857142857,0.42074999999999996,140352.0,6258.0,964.0,9405.0
82.0,9.5,0.4781523800963263,0.03926855295477076,222053.60128919146,5.953729584771955,124.15697326047781,3.498270761004867e-05,2.5614720324214045e-07,0.00011874749528175844,5.281383135470302e-06,0.06007398860676886,4.107142857142857,0.35062499999999996,141643.0,6219.0,965.0,9544.0
82.0,10.0,0.48139534883720925,0.03953488372093023,222001.2004456975,4.453171244639417,112.5051776461849,4.665443486445617e-05,3.7698818393438895e-07,0.000169102404665143,7.198806559144687e-06,0.04473854160228336,4.107142857142857,0.28049999999999997,140913.0,6222.0,953.0,9292.0
